Player,College,State,AV
Brady Poppinga,,UT,55.50
Brice McCain,College of Eastern Utah,UT,55.00
Derrick Shelby,College of Eastern Utah,UT,51.43
Kyler Fackrell,,UT,51.00
Maurice Alexander,,UT,48.80
Matt Asiata,College of Eastern Utah,UT,48.60
John Beck,,UT,48.00
Kai Nacua,,UT,48.00
LeShaun Sims,Southern Utah University,UT,48.00
Robert Turbin,,UT,47.43
Daniel Sorensen,,UT,47.40
Zach Vigil,,UT,46.33
Tony Bergstrom,College of Eastern Utah,UT,45.20
Eric Rowe,College of Eastern Utah,UT,42.75
Dallas Reynolds,,UT,42.50
Nate Orchard,College of Eastern Utah,UT,40.25
Sealver Siliga,College of Eastern Utah,UT,40.17
James Cowser,Southern Utah University,UT,40.00
Jeremiah Poutasi,College of Eastern Utah,UT,38.50
Miles Killebrew,Southern Utah University,UT,37.33
Stevenson Sylvester,College of Eastern Utah,UT,37.33
Tenny Palepoi,College of Eastern Utah,UT,37.33
Austin Collie,,UT,36.33
Jarrett Bush,,UT,36.00
John Denney,,UT,35.38
Kerwynn Williams,,UT,33.20
Chris Hoke,,UT,32.00
David Nixon,,UT,32.00
Dominique Hatfield,College of Eastern Utah,UT,32.00
John Chick,,UT,32.00
Keith McGill,College of Eastern Utah,UT,32.00
Marwin Evans,,UT,32.00
Pat McQuistan,,UT,32.00
R.J. Stanford,College of Eastern Utah,UT,32.00
Kaelin Clay,College of Eastern Utah,UT,30.33
Alani Fua,,UT,29.50
Sam Brenner,College of Eastern Utah,UT,29.50
Trevor Reilly,College of Eastern Utah,UT,26.75
Brian Allen,College of Eastern Utah,UT,25.00
Brian Allen,Stanford University,UT,25.00
Brian Allen,,UT,25.00
Bronson Kaufusi,,UT,21.50
Patrick Scales,,UT,21.50
Brandon Burton,College of Eastern Utah,UT,18.00
Bryan Kehl,,UT,18.00
Caleb Schlauderaff,College of Eastern Utah,UT,18.00
Curtis Marsh,College of Eastern Utah,UT,18.00
Curtis Marsh,,UT,18.00
David Reed,College of Eastern Utah,UT,18.00
Vic So'oto,,UT,18.00
Anthony Denham,College of Eastern Utah,UT,11.00
Chris Cooley,,UT,11.00
Conroy Black,College of Eastern Utah,UT,11.00
De'Ondre Wesley,,UT,11.00
Devante Mays,,UT,11.00
Dion Turner,Southern Utah University,UT,11.00
Harvey Langi,,UT,11.00
Hebron Fangupo,,UT,11.00
Hunter Sharp,,UT,11.00
Manase Tonga,,UT,11.00
Matt Reynolds,,UT,11.00
Paul Lasike,,UT,11.00
Pita Taumoepenu,College of Eastern Utah,UT,11.00
Rob Myers,,UT,11.00
Robertson Daniel,,UT,11.00
Spencer Hadley,,UT,11.00
Tay Glover-Wright,,UT,11.00
Tevita Finau,College of Eastern Utah,UT,11.00
James Farrior,Medical College of Virginia,VA,93.00
Duane Brown,,VA,87.88
Kam Chancellor,,VA,82.57
Paris Lenon,University of Richmond,VA,81.00
Morgan Moses,Medical College of Virginia,VA,79.60
Ronde Barber,Medical College of Virginia,VA,79.00
Will Montgomery,,VA,77.20
Heath Miller,Medical College of Virginia,VA,76.40
Jason Worilds,,VA,74.00
Chris Canty,Medical College of Virginia,VA,73.80
Chris Canty,,VA,73.80
Rashad Jennings,Liberty University,VA,73.60
Michael Vick,,VA,70.20
Brandon Flowers,,VA,69.50
Rodney McLeod,Medical College of Virginia,VA,68.71
Kendall Langford,,VA,66.14
David Caldwell,,VA,66.00
David Caldwell,,VA,66.00
Derek Cox,,VA,66.00
Justin Durant,,VA,60.57
Eddie Royal,,VA,60.17
Kendall Fuller,,VA,60.00
Tim Hightower,University of Richmond,VA,60.00
Dontrelle Inman,Medical College of Virginia,VA,58.80
Greg Toler,,VA,58.60
Sean Lissemore,,VA,58.20
DeAngelo Hall,,VA,57.00
Eli Harold,Medical College of Virginia,VA,56.50
Arthur Moats,James Madison University,VA,55.57
Akeem Jordan,James Madison University,VA,52.25
Oday Aboushi,Medical College of Virginia,VA,52.00
Tyrod Taylor,,VA,50.75
Kerry Wynn,University of Richmond,VA,50.60
Matt Schaub,Medical College of Virginia,VA,50.50
Austin Pasztor,Medical College of Virginia,VA,48.29
Kyshoen Jarrett,,VA,48.00
Thomas Jones,Medical College of Virginia,VA,48.00
Josh Morgan,,VA,47.75
Josh Wells,James Madison University,VA,46.33
Earl Watford,James Madison University,VA,46.00
Kenrick Ellis,,VA,46.00
Marcus Dixon,,VA,45.00
B.W. Webb,,VA,44.20
Michael Ola,,VA,44.00
Jayron Hosley,,VA,42.75
Darryl Tapp,,VA,41.14
Chris Cook,Medical College of Virginia,VA,40.25
Kevin Ogletree,Medical College of Virginia,VA,40.25
Chuck Clark,,VA,40.00
Corey Fuller,,VA,40.00
Corey Fuller,,VA,40.00
Darius Jennings,Medical College of Virginia,VA,40.00
Ed Reynolds,Medical College of Virginia,VA,40.00
Ed Reynolds,Stanford University,VA,40.00
Jeff King,,VA,40.00
Antone Exum,,VA,37.50
LaRoy Reynolds,Medical College of Virginia,VA,37.33
Jonathan Grimes,,VA,36.40
Walt Aikens,Liberty University,VA,35.20
Luke Bowanko,Medical College of Virginia,VA,35.00
Ricardo Silva,,VA,35.00
Shayne Graham,,VA,34.40
Don Carey,,VA,34.13
Mike Brown,Liberty University,VA,34.00
Mike Brown,University of Nebraska at Kearney,VA,34.00
Jarrett Boykin,,VA,33.67
Adrian Tracy,,VA,32.00
Cody Grimm,,VA,32.00
Cooper Taylor,University of Richmond,VA,32.00
Dadi Nicolas,,VA,32.00
Darryl Blackstock,Medical College of Virginia,VA,32.00
Kendall Gaskins,University of Richmond,VA,32.00
Nate Collins,Medical College of Virginia,VA,32.00
Ryan Williams,,VA,32.00
Danny Aiken,Medical College of Virginia,VA,27.80
Justin Rogers,University of Richmond,VA,26.80
Justin Rogers,,VA,26.80
Cam Johnson,Medical College of Virginia,VA,26.20
Lawrence Sidbury,University of Richmond,VA,25.50
DeAndre Houston-Carson,,VA,25.00
Logan Thomas,,VA,25.00
Luke Rhodes,,VA,25.00
Cedric Peerman,Medical College of Virginia,VA,22.50
Chase Minnifield,Medical College of Virginia,VA,21.50
Daniel Brown,James Madison University,VA,21.50
Deon King,,VA,21.50
Matt Conrath,Medical College of Virginia,VA,21.50
Rick Lovato,Old Dominion University,VA,21.50
Taquan Mizzell,Medical College of Virginia,VA,21.50
Maurice Canady,Medical College of Virginia,VA,18.00
Ras-I Dowling,Medical College of Virginia,VA,18.00
Tre McBride,,VA,18.00
John Phillips,Medical College of Virginia,VA,13.63
Ben Edwards,University of Richmond,VA,11.00
Carlton Powell,,VA,11.00
Chris Summers,Liberty University,VA,11.00
D.J. Bryant,James Madison University,VA,11.00
Danny Coale,,VA,11.00
Darren Evans,,VA,11.00
Eddie Whitley,,VA,11.00
Isaiah Ekejiuba,Medical College of Virginia,VA,11.00
Jerome Couplin,,VA,11.00
Josh Vaughan,University of Richmond,VA,11.00
Justin Hamilton,,VA,11.00
Larry Pinkard,Old Dominion University,VA,11.00
Martin Parker,University of Richmond,VA,11.00
Micah Pellerin,,VA,11.00
Mike Caussin,James Madison University,VA,11.00
Nick Becton,,VA,11.00
Ronnie Cameron,Old Dominion University,VA,11.00
Vincent Fuller,,VA,11.00
Vinston Painter,,VA,11.00
Xavier Adibi,,VA,11.00
Cooper Kupp,,WA,86.00
Michael Roos,,WA,76.25
Shaq Thompson,Central Washington University,WA,76.00
Desmond Trufant,Central Washington University,WA,75.83
Donald Butler,Central Washington University,WA,75.67
Deone Bucannon,,WA,73.80
Danny Shelton,Central Washington University,WA,69.75
Dashon Goldson,Central Washington University,WA,68.50
Samson Ebukam,,WA,66.50
Chris Ivory,,WA,65.13
Jake Locker,Central Washington University,WA,64.75
Jermaine Kearse,Central Washington University,WA,63.57
Cory Littleton,Central Washington University,WA,62.67
Jason Hanson,,WA,62.50
Olin Kreutz,Central Washington University,WA,59.00
Senio Kelemete,Central Washington University,WA,57.67
Khalif Barnes,Central Washington University,WA,57.17
Bishop Sankey,Central Washington University,WA,57.00
Brandon Gibson,,WA,57.00
Kendrick Bourne,,WA,57.00
Ropati Pitoitua,,WA,56.80
Husain Abdullah,,WA,56.00
Daniel Te'o-Nesheim,Central Washington University,WA,54.00
Rian Lindell,,WA,51.67
Hau'oli Kikaha,Central Washington University,WA,49.00
John Timu,Central Washington University,WA,48.00
Marcus Trufant,,WA,48.00
Austin Seferian-Jenkins,Central Washington University,WA,46.00
Michael Koenen,,WA,38.75
Chris Polk,Central Washington University,WA,37.50
Xavier Cooper,,WA,37.33
Marquess Wilson,,WA,35.25
Erik Coleman,,WA,35.00
Jason Hill,,WA,35.00
Travis Coons,Central Washington University,WA,35.00
Matt Overton,,WA,32.86
Destiny Vaeao,,WA,32.00
Elijah Qualls,Central Washington University,WA,32.00
Hamza Abdullah,,WA,32.00
Isaiah Trufant,,WA,32.00
Jeff Tuel,,WA,32.00
Roy Lewis,Central Washington University,WA,32.00
Shalom Luani,,WA,32.00
Alameda Ta'amu,Central Washington University,WA,30.33
Dwayne Washington,Central Washington University,WA,30.33
Joe Dahl,,WA,30.33
Jaydon Mickens,Central Washington University,WA,29.50
Jed Collins,,WA,26.75
Eric Frampton,,WA,25.00
Anthony Allen,Central Washington University,WA,21.50
Anthony Allen,University of Louisville,WA,21.50
Don Jones,Central Washington University,WA,21.50
Don Jones,,WA,21.50
Greg Ducre,Central Washington University,WA,21.50
Jeff Adams,Columbia Basin College,WA,18.00
C.J. Wallace,Central Washington University,WA,11.00
Caesar Rayford,Central Washington University,WA,11.00
D'Andre Goodwin,Central Washington University,WA,11.00
Darrell Daniels,Central Washington University,WA,11.00
Everrette Thompson,Central Washington University,WA,11.00
Isaiah Stanback,Central Washington University,WA,11.00
Jerome Harrison,,WA,11.00
Jon Kitna,Central Washington University,WA,11.00
Josh Shirley,Central Washington University,WA,11.00
Mark Brunell,Central Washington University,WA,11.00
Matt Johnson,,WA,11.00
Mike Sellers,,WA,11.00
Tani Tupou,Central Washington University,WA,11.00
Travell Dixon,Central Washington University,WA,11.00
Victor Aiyewa,Central Washington University,WA,11.00
Vince Mayle,,WA,11.00
Zack Williams,,WA,11.00
Russell Wilson,University of Wisconsin at La Crosse,WI,98.71
Travis Frederick,University of Wisconsin at La Crosse,WI,93.40
Melvin Gordon,University of Wisconsin at La Crosse,WI,89.75
Rob Havenstein,University of Wisconsin at La Crosse,WI,83.00
Kevin Zeitler,University of Wisconsin at La Crosse,WI,81.29
Ricky Wagner,University of Wisconsin at La Crosse,WI,79.17
Chris Borland,University of Wisconsin at La Crosse,WI,79.00
Joe Schobert,University of Wisconsin at La Crosse,WI,75.33
Peter Konz,University of Wisconsin at La Crosse,WI,74.00
Joe Thomas,University of Wisconsin at La Crosse,WI,72.91
Joe Thomas,,WI,72.91
Joe Thomas,,WI,72.91
James White,,WI,72.80
Kraig Urbik,University of Wisconsin at La Crosse,WI,72.17
Michael Bennett,University of Wisconsin at La Crosse,WI,67.73
Michael Bennett,,WI,67.73
DeAndre Levy,University of Wisconsin at La Crosse,WI,67.00
Matt Shaughnessy,University of Wisconsin at La Crosse,WI,65.50
Owen Daniels,University of Wisconsin at La Crosse,WI,64.40
Montee Ball,University of Wisconsin at La Crosse,WI,63.50
Nick Hayden,University of Wisconsin at La Crosse,WI,63.50
Jim Leonhard,University of Wisconsin at La Crosse,WI,61.50
Jonathan Casillas,University of Wisconsin at La Crosse,WI,61.14
O'Brien Schofield,University of Wisconsin at La Crosse,WI,60.20
Corey Clement,University of Wisconsin at La Crosse,WI,59.00
Gabe Carimi,University of Wisconsin at La Crosse,WI,56.25
Beau Allen,University of Wisconsin at La Crosse,WI,52.80
Lance Kendricks,University of Wisconsin at La Crosse,WI,49.63
Brad Nortman,University of Wisconsin at La Crosse,WI,46.33
John Moffitt,University of Wisconsin at La Crosse,WI,45.33
Ryan Groy,University of Wisconsin at La Crosse,WI,37.80
Mike Morgan,University of Wisconsin at La Crosse,WI,36.50
Mike Morgan,,WI,36.50
Mike Morgan,,WI,36.50
Garrett Graham,University of Wisconsin at La Crosse,WI,35.40
Chris Maragos,University of Wisconsin at La Crosse,WI,34.29
Demetrius Harris,,WI,34.20
Lee Evans,University of Wisconsin at La Crosse,WI,32.00
Vince Biegel,University of Wisconsin at La Crosse,WI,32.00
Bill Nagy,University of Wisconsin at La Crosse,WI,29.50
Nick Toon,University of Wisconsin at La Crosse,WI,25.50
Tanner McEvoy,University of Wisconsin at La Crosse,WI,25.00
Scott Tolzien,University of Wisconsin at La Crosse,WI,22.60
Marcus Cromartie,University of Wisconsin at La Crosse,WI,21.50
Travis Beckum,University of Wisconsin at La Crosse,WI,21.50
Derek Carrier,Beloit College,WI,20.00
Derek Watt,University of Wisconsin at La Crosse,WI,18.00
Dezmen Southward,University of Wisconsin at La Crosse,WI,18.00
Jared Abbrederis,University of Wisconsin at La Crosse,WI,18.00
Bradie Ewing,University of Wisconsin at La Crosse,WI,11.00
Chris Pressley,University of Wisconsin at La Crosse,WI,11.00
David Gilreath,University of Wisconsin at La Crosse,WI,11.00
Jake Byrne,University of Wisconsin at La Crosse,WI,11.00
Matt Katula,University of Wisconsin at La Crosse,WI,11.00
Matt Turk,,WI,11.00
Shelton Johnson,University of Wisconsin at La Crosse,WI,11.00
Bruce Irvin,West Virginia State University,WV,79.14
Adam Jones,West Virginia State University,WV,72.13
Quinton Spain,West Virginia State University,WV,71.25
Daryl Worley,West Virginia State University,WV,70.33
Tavon Austin,West Virginia State University,WV,67.17
Karl Joseph,West Virginia State University,WV,66.00
Rasul Douglas,West Virginia State University,WV,62.50
Ryan Mundy,West Virginia State University,WV,61.50
Nick Kwiatkoski,West Virginia State University,WV,60.00
Don Barclay,West Virginia State University,WV,58.80
Charles Sims,West Virginia State University,WV,58.25
Wendell Smallwood,West Virginia State University,WV,57.67
Pat McAfee,West Virginia State University,WV,57.17
Mark Glowinski,West Virginia State University,WV,53.75
Geno Smith,West Virginia State University,WV,49.00
Stedman Bailey,West Virginia State University,WV,48.67
J.T. Thomas,West Virginia State University,WV,47.20
J.T. Thomas,,WV,47.20
J.T. Thomas,,WV,47.20
Keith Tandy,West Virginia State University,WV,37.71
Darius Reynaud,West Virginia State University,WV,35.00
Najee Goode,West Virginia State University,WV,34.43
Will Clarke,West Virginia State University,WV,34.20
Howard Jones,Shepherd College,WV,34.00
Mortty Ivy,West Virginia State University,WV,32.00
Terence Garvin,West Virginia State University,WV,31.17
Ellis Lankster,West Virginia State University,WV,30.75
Chris Neild,West Virginia State University,WV,25.00
Kevin White,West Virginia State University,WV,25.00
Dominique Jones,Shepherd College,WV,16.25
Will Johnson,West Virginia State University,WV,16.25
Will Johnson,,WV,16.25
Anthony Becht,West Virginia State University,WV,11.00
Corey McIntyre,West Virginia State University,WV,11.00
Dreamius Smith,West Virginia State University,WV,11.00
K.J. Dillon,West Virginia State University,WV,11.00
Mario Alford,West Virginia State University,WV,11.00
Owen Schmitt,West Virginia State University,WV,11.00
Robert Sands,West Virginia State University,WV,11.00
Selvish Capers,West Virginia State University,WV,11.00
Shelton Gibson,West Virginia State University,WV,11.00
Steve Slaton,West Virginia State University,WV,11.00
Tashaun Gipson,University of Wyoming,WY,75.00
Chase Roullier,University of Wyoming,WY,72.50
Eddie Yarbrough,University of Wyoming,WY,63.50
Adam Goldberg,University of Wyoming,WY,59.00
Mitch Unrein,University of Wyoming,WY,55.00
Mike Purcell,University of Wyoming,WY,39.33
Chris Prosinski,University of Wyoming,WY,39.00
John Wendling,University of Wyoming,WY,37.33
Marqueston Huff,University of Wyoming,WY,37.33
Brian Hill,University of Wyoming,WY,32.00
Tanner Gentry,University of Wyoming,WY,32.00
Mark Nzeocha,University of Wyoming,WY,25.50
Jacob Hollister,University of Wyoming,WY,21.50
Alvester Alexander,University of Wyoming,WY,11.00
Devin Moore,University of Wyoming,WY,11.00
Robert Herron,University of Wyoming,WY,11.00
Kendall Lamm,,,60.00
Daniel Kilgore,,,47.00
Jason Hunter,,,45.33
Demetrius McCray,,,41.00
Brian Quick,,,40.57
Ronald Blair,,,37.33
Saverio Rocca,,,37.33
D.J. Smith,,,35.00
Travaris Cadet,,,30.71
Doug Middleton,,,21.50
Armanti Edwards,,,18.00
De'Andre Presley,,,11.00
Jarryd Hayne,,,11.00
Tony Washington,,,11.00
