,Player,AV_Percentile,State,College
2751,Leger Douzable,36.285714285714285,FL,Central Florida Community College
2752,Leigh Bodden,32.0,PA,Duquesne University
2753,Leigh Torrence,32.0,CA,Stanford University
2754,Lemuel Jeanpierre,46.0,SC,South Carolina State University
2755,Lenzy Pipkins,21.5,OK,
2756,Leodis McKelvin,67.16666666666667,AL,Troy University
2757,Leon Hall,56.25,MI,Central Michigan University
2758,Leon McFadden,21.5,CA,
2759,Leon McQuay,11.0,FL,University of Tampa
2760,Leon Washington,34.75,FL,
2761,Leon Williams,11.0,FL,
2762,Leonard Davis,32.0,TX,North Central Texas College
2763,Leonard Hankerson,45.8,FL,
2764,Leonard Johnson,45.285714285714285,IA,
2765,Leonard Pope,21.5,GA,Coastal Georgia Community College
2766,Leonard Williams,91.5,SC,
2767,Leonard Williams,91.5,SC,
2768,Leonte Carroo,25.0,NJ,"Rutgers, the State University of New Jersey"
2769,Lerentee McCray,32.0,FL,Central Florida Community College
2770,Leroy Harris,53.0,AK,
2771,Leroy Harris,53.0,AK,
2772,Lestar Jean,21.5,FL,Florida Atlantic University
2773,Leterrius Walton,25.5,MI,Central Michigan University
2774,Letroy Guion,70.5,FL,
2775,Levi Brown,46.0,AL,Troy University
2776,Levi Brown,46.0,AL,
2777,Levine Toilolo,34.833333333333336,CA,Stanford University
2778,Levy Adcock,11.0,OK,
2779,Lewis Neal,32.0,LA,
2780,Lex Hilliard,21.5,MT,
2781,Linval Joseph,88.375,NC,East Carolina University
2782,Lionel Dotson,11.0,AZ,Arizona State University
2783,Lionel Smith,11.0,TX,
2784,Lito Sheppard,48.0,FL,Central Florida Community College
2785,Logan Mankins,93.0,CA,
2786,Logan Paulsen,32.142857142857146,CA,
2787,Logan Ryan,71.5,NJ,"Rutgers, the State University of New Jersey"
2788,Logan Thomas,25.0,VA,
2789,London Fletcher,93.0,OH,
2790,Lonie Paxton,32.0,PA,
2791,Lonnie Ballentine,11.0,TN,University of Memphis
2792,Lonyae Miller,11.0,CA,
2793,Lorenzo Alexander,60.0,CA,California Lutheran University
2794,Lorenzo Booker,32.0,FL,
2795,Lorenzo Doss,11.0,LA,Tulane University
2796,Lorenzo Jerome,11.0,PA,
2797,Lorenzo Mauldin,48.0,KY,University of Louisville
2798,Lorenzo Taliaferro,35.0,SC,Coastal Carolina University
2799,Loucheiz Purifoy,32.0,FL,Central Florida Community College
2800,Louis Delmas,69.25,MI,
2801,Louis Murphy,42.833333333333336,FL,Central Florida Community College
2802,Louis Nix,11.0,IN,University of Notre Dame
2803,Louis Vasquez,89.0,TX,Texas Tech University
2804,Lousaka Polite,11.0,PA,University of Pittsburgh
2805,Lowell Rose,11.0,OK,University of Tulsa
2806,Lucas Nix,38.5,PA,University of Pittsburgh
2807,Lucas Patrick,48.0,NC,Duke University
2808,Lucky Whitehead,32.0,FL,Florida Atlantic University
2809,Luis Castillo,11.0,OK,Northwestern Oklahoma State University
2810,Luke Bowanko,35.0,VA,Medical College of Virginia
2811,Luke Joeckel,67.4,TX,
2812,Luke Kuechly,97.42857142857143,MA,
2813,Luke McCown,19.4,LA,Louisiana Tech University
2814,Luke Rhodes,25.0,VA,
2815,Luke Stocker,23.0,TN,East Tennessee State University
2816,Luke Willson,44.833333333333336,TX,Rice University
2817,Luther Robinson,11.0,FL,
2818,Lyle Sendlein,79.4,TX,North Central Texas College
2819,M.D. Jennings,57.0,AK,
2820,Ma'ake Kemoeatu,79.0,UT,College of Eastern Utah
2821,Mack Brown,21.5,FL,Central Florida Community College
2822,Mack Hollins,48.0,NC,North Carolina A&T State University
2823,Mackensie Alexander,41.0,SC,Clemson University
2824,Mackenzy Bernadeau,60.0,MA,
2825,Madieu Williams,60.5,MD,Towson University
2826,Major Wright,62.2,FL,Central Florida Community College
2827,Makinton Dorleant,11.0,IA,University of Northern Iowa
2828,Malcolm Butler,76.4,AL,University of West Alabama
2829,Malcolm Jenkins,83.375,OH,
2830,Malcolm Johnson,11.0,IN,University of Notre Dame
2831,Malcolm Johnson,11.0,IN,
2832,Malcolm Sheppard,32.0,AR,Arkansas State University
2833,Malcolm Smith,66.85714285714286,SC,
2834,Malcolm Williams,11.0,TX,
2835,Maliek Collins,81.0,NE,University of Nebraska at Kearney
2836,Malik Jackson,73.57142857142857,TN,East Tennessee State University
2837,Malliciah Goodman,30.0,SC,Clemson University
2838,Mana Silva,11.0,HI,Hawaii Pacific University
2839,Manase Tonga,11.0,UT,
2840,Manny Lawson,76.0,NC,
2841,Manti Te'o,59.0,IN,University of Notre Dame
2842,Manuel Ramirez,68.8,TX,Texas Tech University
2843,MarQueis Gray,19.4,MN,"Minnesota State University, Mankato"
2844,Marc Colombo,85.0,MA,
2845,Marc Mariani,22.6,MT,
2846,Marcedes Lewis,45.25,CA,
2847,Marcel Jensen,11.0,CA,
2848,Marcel Jones,11.0,NE,University of Nebraska at Kearney
2849,Marcell Dareus,81.75,AL,University of Alabama
2850,Marcus Allen,11.0,SC,
2851,Marcus Ball,21.5,TN,University of Memphis
2852,Marcus Benard,30.333333333333332,MS,
2853,Marcus Burley,30.75,PA,Delaware County Community College
2854,Marcus Cannon,64.5,TX,
2855,Marcus Cooper,46.166666666666664,NJ,"Rutgers, the State University of New Jersey"
2856,Marcus Cromartie,21.5,WI,University of Wisconsin at La Crosse
2857,Marcus Dixon,45.0,VA,
2858,Marcus Dowtin,21.5,AL,University of North Alabama
2859,Marcus Easley,16.25,CT,Central Connecticut State University
2860,Marcus Forston,11.0,FL,
2861,Marcus Gilbert,73.875,FL,Central Florida Community College
2862,Marcus Gilchrist,68.875,SC,Clemson University
2863,Marcus Jackson,11.0,CO,Lamar Community College
2864,Marcus Jackson,11.0,CO,Purdue University
2865,Marcus Johnson,21.5,MS,Mississippi College
2866,Marcus Johnson,21.5,MS,North Central Texas College
2867,Marcus Mariota,95.0,OR,Oregon State University
2868,Marcus Maye,63.5,FL,Central Florida Community College
2869,Marcus McNeill,73.0,AL,Auburn University
2870,Marcus Murphy,21.5,MO,Missouri Southern State University
2871,Marcus Roberson,30.333333333333332,FL,Central Florida Community College
2872,Marcus Sherels,42.75,MN,"Minnesota State University, Mankato"
2873,Marcus Smith,23.6,NM,New Mexico Highlands University
2874,Marcus Smith,23.6,NM,University of Louisville
2875,Marcus Spears,50.0,LA,
2876,Marcus Spears,50.0,LA,
2877,Marcus Thigpen,30.75,IN,Indiana State University
2878,Marcus Thomas,73.0,FL,Central Florida Community College
2879,Marcus Thomas,73.0,FL,
2880,Marcus Trufant,48.0,WA,
2881,Marcus Williams,55.714285714285715,UT,
2882,Marcus Williams,55.714285714285715,UT,
2883,Mardy Gilyard,11.0,OH,University of Cincinnati
2884,Margus Hunt,46.0,TX,
2885,Mario Addison,53.375,AL,Troy University
2886,Mario Alford,11.0,WV,West Virginia State University
2887,Mario Butler,21.5,GA,
2888,Mario Edwards,48.75,FL,
2889,Mario Edwards,48.75,FL,
2890,Mario Haggan,48.0,MS,
2891,Mario Harvey,25.0,PA,Franklin and Marshall College
2892,Mario Kurn,11.0,CA,San Diego City College
2893,Mario Manningham,57.0,MI,Central Michigan University
2894,Mario Williams,80.66666666666667,NC,
2895,Marion Barber,59.0,MN,"Minnesota State University, Mankato"
2896,Marion Barber,59.0,MN,"Minnesota State University, Mankato"
2897,Marion Grice,11.0,AZ,
2898,Mark Asper,11.0,OR,Oregon State University
2899,Mark Barron,74.85714285714286,AL,University of Alabama
2900,Mark Brunell,11.0,WA,Central Washington University
2901,Mark Clayton,11.0,OK,East Oklahoma State College
2902,Mark Clayton,11.0,OK,University of Louisville
2903,Mark Glowinski,53.75,WV,West Virginia State University
2904,Mark Herzlich,47.5,MA,
2905,Mark Ingram,80.875,AL,University of Alabama
2906,Mark Ingram,80.875,AL,
2907,Mark LeVoir,48.0,IN,University of Notre Dame
2908,Mark Nzeocha,25.5,WY,University of Wyoming
2909,Mark Sanchez,62.0,SC,
2910,Markus Golden,63.25,MO,Missouri Southern State University
2911,Markus Kuhn,37.5,NC,
2912,Markus Wheaton,42.4,OR,
2913,Markus White,11.0,FL,
2914,Markus Zusevics,11.0,IA,Iowa State University
2915,Marlon Brown,48.666666666666664,GA,Coastal Georgia Community College
2916,Marlon Mack,75.5,FL,South Florida Community College
2917,Marlon Moore,19.4,CA,
2918,Marquel Lee,62.5,NC,Wake Forest University
2919,Marques Colston,87.8,NY,Hofstra University
2920,Marquess Wilson,35.25,WA,
2921,Marqueston Huff,37.333333333333336,WY,University of Wyoming
2922,Marquette King,44.714285714285715,GA,
2923,Marqui Christian,32.0,TX,
2924,Marquice Cole,32.0,OK,Northwestern Oklahoma State University
2925,Marquis Flowers,37.5,AZ,Arizona State University
2926,Marquis Johnson,11.0,AL,University of Alabama
2927,Marquise Goodwin,47.333333333333336,TX,North Central Texas College
2928,Marshal Yanda,87.125,IA,Iowa State University
2929,Marshall McFadden,11.0,SC,
2930,Marshall Newhouse,71.25,TX,
2931,Marshay Green,11.0,MS,Mississippi College
2932,Martavis Bryant,71.25,SC,Clemson University
2933,Martez Wilson,30.333333333333332,IL,Eastern Illinois University
2934,Martin Parker,11.0,VA,University of Richmond
2935,Martin Rucker,11.0,MO,Missouri Southern State University
2936,Martin Tevaseu,29.5,NV,
2937,Martin Wallace,11.0,TX,Temple College
2938,Martrell Spaight,34.0,AR,Arkansas State University
2939,Marvin Austin,25.0,NC,North Carolina A&T State University
2940,Marvin Jones,79.0,CA,
2941,Marvin McNutt,11.0,IA,Iowa State University
2942,Marwin Evans,32.0,UT,
2943,Mason Brodine,11.0,NE,
2944,Mason Crosby,53.375,CO,Colorado State University
2945,Mat McBriar,30.75,HI,Hawaii Pacific University
2946,Mathias Kiwanuka,72.5,MA,
2947,Matt Asiata,48.6,UT,College of Eastern Utah
2948,Matt Barkley,26.75,SC,
2949,Matt Birk,85.0,MA,Harvard University
2950,Matt Breida,72.5,GA,Georgia Southern University
2951,Matt Broha,11.0,LA,Louisiana Tech University
2952,Matt Bryant,64.25,TX,Baylor University
2953,Matt Cassel,38.0,SC,
2954,Matt Conrath,21.5,VA,Medical College of Virginia
2955,Matt Daniels,11.0,NC,Duke University
2956,Matt Elam,61.0,FL,Central Florida Community College
2957,Matt Feiler,38.666666666666664,PA,Bloomsburg University of Pennsylvania
2958,Matt Flynn,35.75,LA,
2959,Matt Giordano,62.333333333333336,CA,California Lutheran University
2960,Matt Haack,48.0,AZ,
2961,Matt Hazel,11.0,SC,Coastal Carolina University
2962,Matt Johnson,11.0,WA,
2963,Matt Jones,52.0,AR,Arkansas State University
2964,Matt Jones,52.0,AR,Central Florida Community College
2965,Matt Judon,70.66666666666667,MI,
2966,Matt Kalil,81.16666666666667,SC,
2967,Matt Katula,11.0,WI,University of Wisconsin at La Crosse
2968,Matt LaCosse,23.333333333333332,IL,Eastern Illinois University
2969,Matt Leinart,11.0,SC,
2970,Matt Lengel,11.0,IL,Northeastern Illinois University
2971,Matt Light,93.0,IN,Purdue University
2972,Matt McCoy,32.0,CA,
2973,Matt Milano,79.5,MA,
2974,Matt Moore,32.714285714285715,OR,
2975,Matt Overton,32.857142857142854,WA,
2976,Matt Paradis,75.75,ID,
2977,Matt Prater,60.125,FL,Central Florida Community College
2978,Matt Reynolds,11.0,UT,
2979,Matt Roth,73.0,IA,Iowa State University
2980,Matt Ryan,98.5,MA,
2981,Matt Schaub,50.5,VA,Medical College of Virginia
2982,Matt Shaughnessy,65.5,WI,University of Wisconsin at La Crosse
2983,Matt Simms,21.5,KY,University of Louisville
2984,Matt Skura,84.0,NC,Duke University
2985,Matt Slauson,71.75,NE,University of Nebraska at Kearney
2986,Matt Spaeth,11.0,MN,"Minnesota State University, Mankato"
2987,Matt Szymanski,11.0,TX,
2988,Matt Tennant,32.0,MA,
2989,Matt Tobin,44.0,IA,Iowa State University
2990,Matt Toeaina,52.5,OR,Oregon State University
2991,Matt Turk,11.0,WI,
2992,Matt Veldman,11.0,ND,
2993,Matt Wile,48.0,MI,Central Michigan University
2994,Matt Willis,40.0,CA,
2995,Matthew Bosher,47.375,FL,
2996,Matthew Dayes,11.0,NC,
2997,Matthew Ioannidis,59.333333333333336,TX,Temple College
2998,Matthew Masifilo,11.0,CA,Stanford University
2999,Matthew Mulligan,14.5,ME,University of Maine at Orono
3000,Matthew Stafford,97.25,GA,Coastal Georgia Community College
3001,Matthew Tucker,11.0,TX,
3002,Matthias Farley,45.666666666666664,IN,University of Notre Dame
3003,Maurice Alexander,48.8,UT,
3004,Maurice Canady,18.0,VA,Medical College of Virginia
3005,Maurice Harris,30.333333333333332,CA,California Lutheran University
3006,Maurice Hurst,73.0,AL,Birmingham-Southern College
3007,Maurice Hurt,57.0,FL,Central Florida Community College
3008,Maurice Jones-Drew,63.5,CA,
3009,Maurice Smith,11.0,GA,Coastal Georgia Community College
3010,Maurice Smith,11.0,GA,
3011,Maurice Stovall,11.0,IN,University of Notre Dame
3012,Maurkice Pouncey,83.57142857142857,FL,Central Florida Community College
3013,Max Bullough,35.666666666666664,MI,
3014,Max Garcia,66.25,FL,Central Florida Community College
3015,Max Komar,11.0,ID,Brigham Young University-Idaho
3016,Max McCaffrey,11.0,NC,Duke University
3017,Max Starks,58.333333333333336,FL,Central Florida Community College
3018,Max Unger,89.25,OR,Oregon State University
3019,Maxx Williams,37.333333333333336,MN,"Minnesota State University, Mankato"
3020,Melvin Bullitt,32.0,TX,
3021,Melvin Gordon,89.75,WI,University of Wisconsin at La Crosse
3022,Melvin Ingram,73.42857142857143,SC,South Carolina State University
3023,Melvin White,66.0,LA,
3024,Menelik Watson,58.0,FL,
3025,Mewelde Moore,40.0,LA,Tulane University
3026,Micah Hyde,74.0,IA,Iowa State University
3027,Micah Johnson,35.0,KY,Eastern Kentucky University
3028,Micah Pellerin,11.0,VA,
3029,Micanor Regis,11.0,FL,
3030,Michael Adams,25.0,LA,
3031,Michael Adams,25.0,LA,
3032,Michael Bennett,67.72727272727273,WI,University of Wisconsin at La Crosse
3033,Michael Bennett,67.72727272727273,WI,
3034,Michael Boley,65.33333333333333,MS,University of Southern Mississippi
3035,Michael Brooks,11.0,NC,East Carolina University
3036,Michael Brooks,11.0,NC,
3037,Michael Brooks,11.0,NC,
3038,Michael Buchanan,11.0,IL,Eastern Illinois University
3039,Michael Burton,11.0,NJ,"Rutgers, the State University of New Jersey"
3040,Michael Bush,65.33333333333333,KY,University of Louisville
3041,Michael Campanaro,28.25,NC,Wake Forest University
3042,Michael Campbell,11.0,TX,Temple College
3043,Michael Clayton,11.0,LA,
3044,Michael Coe,32.0,AL,
3045,Michael Cox,11.0,MA,Massachusetts College of Liberal Arts
3046,Michael Crabtree,80.5,TX,Texas Tech University
3047,Michael Egnew,11.0,MO,Missouri Southern State University
3048,Michael Griffin,75.33333333333333,TX,North Central Texas College
3049,Michael Hay,11.0,NY,Syracuse University
3050,Michael Higgins,11.0,NE,
3051,Michael Hill,11.0,MO,
3052,Michael Hoomanawanui,25.0,IL,Eastern Illinois University
3053,Michael Huff,57.0,TX,North Central Texas College
3054,Michael Hunter,11.0,IN,Indiana State University
3055,Michael Jenkins,69.5,OH,
3056,Michael Johnson,83.375,AZ,Arizona State University
3057,Michael Johnson,83.375,AZ,
3058,Michael Koenen,38.75,WA,
3059,Michael Lockley,11.0,FL,Florida Atlantic University
3060,Michael Mauti,32.0,PA,
3061,Michael Oher,73.33333333333333,MS,Mississippi College
3062,Michael Ola,44.0,VA,
3063,Michael Otto,42.666666666666664,IN,Purdue University
3064,Michael Palardy,42.666666666666664,TN,East Tennessee State University
3065,Michael Palmer,16.25,SC,Clemson University
3066,Michael Person,44.333333333333336,MT,
3067,Michael Pierce,65.33333333333333,AL,Samford University
3068,Michael Preston,11.0,OH,
3069,Michael Roberts,21.5,OH,University of Toledo
3070,Michael Robinson,30.333333333333332,PA,
3071,Michael Roos,76.25,WA,
3072,Michael Schofield,78.0,MI,Central Michigan University
3073,Michael Smith,11.0,KA,
3074,Michael Smith,11.0,KA,
3075,Michael Thomas,63.44444444444444,CA,Stanford University
3076,Michael Thomas,63.44444444444444,CA,
3077,Michael Toudouze,11.0,TX,
3078,Michael Turner,87.5,IL,Northern Illinois University
3079,Michael Vick,70.2,VA,
3080,Michael Wilhoite,57.666666666666664,KS,Washburn University
3081,Michael Williams,11.0,AL,University of Alabama
3082,Michael Williams,11.0,AL,
3083,Michael Williams,11.0,AL,
3084,Micheal Spurlock,24.75,MS,Mississippi College
3085,Mickey Shuler,11.0,PA,
3086,Mickey Shuler,11.0,PA,
3087,Mike Adams,73.5,PA,Delaware County Community College
3088,Mike Adams,73.5,PA,North Central Texas College
3089,Mike Adams,73.5,PA,
3090,Mike Brewster,53.5,OH,
3091,Mike Brisiel,83.0,CO,
3092,Mike Brown,34.0,VA,Liberty University
3093,Mike Brown,34.0,VA,University of Nebraska at Kearney
3094,Mike Catapano,30.333333333333332,NJ,Princeton University
3095,Mike Caussin,11.0,VA,James Madison University
3096,Mike Cox,11.0,GA,
3097,Mike Daniels,74.0,IA,Iowa State University
3098,Mike Davis,45.25,CO,South Carolina State University
3099,Mike DeVito,60.2,ME,University of Maine at Orono
3100,Mike Evans,92.0,MI,Central Michigan University
3101,Mike Evans,92.0,MI,
3102,Mike Evans,92.0,MI,
3103,Mike Gibson,18.0,CA,California Lutheran University
3104,Mike Glennon,44.2,NC,
3105,Mike Goodson,27.0,TX,
3106,Mike Harris,61.142857142857146,FL,
3107,Mike Harris,61.142857142857146,FL,
3108,Mike Hilton,53.5,MS,Mississippi College
3109,Mike Hull,34.75,SC,
3110,Mike Hull,34.75,SC,
3111,Mike Iupati,77.75,ID,Brigham Young University-Idaho
3112,Mike Jenkins,46.0,FL,South Florida Community College
3113,Mike Jenkins,46.0,FL,
3114,Mike Johnson,29.5,IL,Eastern Illinois University
3115,Mike Johnson,29.5,IL,Kansas City Kansas Community College
3116,Mike Johnson,29.5,IL,University of Alabama
3117,Mike Johnson,29.5,IL,
3118,Mike Jordan,25.0,MO,
3119,Mike Kafka,11.0,OK,Northwestern Oklahoma State University
3120,Mike Leach,32.0,MA,
3121,Mike McGlynn,67.8,PA,University of Pittsburgh
3122,Mike McNeill,11.0,NE,University of Nebraska at Kearney
3123,Mike Mohamed,24.8,CA,California Lutheran University
3124,Mike Morgan,36.5,WI,University of Wisconsin at La Crosse
3125,Mike Morgan,36.5,WI,
3126,Mike Morgan,36.5,WI,
3127,Mike Neal,56.0,IN,Purdue University
3128,Mike Nugent,45.5,OH,
3129,Mike Patterson,52.5,SC,
3130,Mike Pennel,51.0,AZ,
3131,Mike Peterson,53.5,FL,Central Florida Community College
3132,Mike Pollak,47.0,AZ,
3133,Mike Pouncey,82.375,FL,Central Florida Community College
3134,Mike Purcell,39.333333333333336,WY,University of Wyoming
3135,Mike Remmers,59.42857142857143,OR,
3136,Mike Scifres,52.4,IL,
3137,Mike Sellers,11.0,WA,
3138,Mike Sims-Walker,32.0,FL,Central Florida Community College
3139,Mike Tepper,48.0,CA,California Lutheran University
3140,Mike Thomas,39.25,AZ,Arizona State University
3141,Mike Thomas,39.25,AZ,East Oklahoma State College
3142,Mike Thomas,39.25,AZ,University of Southern Mississippi
3143,Mike Tolbert,57.0,SC,Coastal Carolina University
3144,Mike Wallace,76.0,MS,Mississippi College
3145,Mike Williams,58.714285714285715,SC,New Mexico Highlands University
3146,Mike Williams,58.714285714285715,SC,North Central Texas College
3147,Mike Williams,58.714285714285715,SC,Northeastern Illinois University
3148,Mike Williams,58.714285714285715,SC,Syracuse University
3149,Mike Williams,58.714285714285715,SC,
3150,Mike Williams,58.714285714285715,SC,
3151,Mike Williams,58.714285714285715,SC,
3152,Mike Willie,11.0,AZ,
3153,Mike Windt,34.0,OH,University of Cincinnati
3154,Mike Wright,11.0,OH,Ashland University
3155,Mikel Leshoure,42.0,IL,Eastern Illinois University
3156,Miles Austin,64.0,NJ,Monmouth University
3157,Miles Burris,65.33333333333333,CA,
3158,Miles Killebrew,37.333333333333336,UT,Southern Utah University
3159,Mister Alexander,21.5,FL,
3160,Mistral Raymond,37.333333333333336,FL,South Florida Community College
3161,Mitch King,11.0,IA,Iowa State University
3162,Mitch Morse,79.75,MO,Missouri Southern State University
3163,Mitch Petrus,40.0,AR,Arkansas State University
3164,Mitch Unrein,55.0,WY,University of Wyoming
3165,Mitchell Loewen,11.0,AR,Arkansas State University
3166,Mitchell Schwartz,86.85714285714286,CA,California Lutheran University
3167,Mohamed Massaquoi,48.0,GA,Coastal Georgia Community College
3168,Mohamed Sanu,75.85714285714286,NJ,"Rutgers, the State University of New Jersey"
3169,Mohammed Seisay,32.0,NE,University of Nebraska at Kearney
3170,Moise Fokou,54.25,MD,College of Southern Maryland
3171,Montae Nicholson,59.0,MI,
3172,Montario Hardesty,48.0,TN,East Tennessee State University
